2.594,0.68441
2.6015,0.65311
2.6086,0.62713
2.6154,0.6053
2.6221,0.58658
2.6298,0.56699
2.6374,0.5502
2.6447,0.5356
2.6519,0.52263
2.6605,0.50816
2.6689,0.49521
2.6771,0.48346
2.6852,0.47258
2.6949,0.45994
2.7043,0.44813
2.7136,0.43703
2.7226,0.42645
2.7336,0.41361
2.7444,0.40139
2.7548,0.38973
2.7649,0.37851
2.7774,0.36472
2.7894,0.35157
2.8011,0.33905
2.8122,0.32705
2.8254,0.31298
2.8379,0.29965
2.8499,0.28706
2.8615,0.27507
2.8735,0.26246
2.885,0.25055
2.896,0.23936
2.9064,0.22872
2.9168,0.21815
2.9266,0.20816
2.936,0.19877
2.945,0.18984
2.9538,0.18098
2.9622,0.17259
2.9702,0.16471
2.9779,0.1572
2.9855,0.14967
2.9928,0.14255
2.9996,0.13586
3.0062,0.12948
3.0127,0.12309
3.019,0.11705
3.0249,0.11138
3.0305,0.10599
3.036,0.10062
3.0412,0.095558
3.0462,0.090809
3.0509,0.086295
3.0555,0.081852
3.0599,0.077663
3.064,0.073736
3.0679,0.070005
3.0717,0.066362
3.0753,0.062928
3.0787,0.05971
3.0819,0.056654
3.085,0.053683
3.088,0.050883
3.0907,0.048261
3.0934,0.04577
3.0959,0.043355
3.0983,0.04108
3.1005,0.038949
3.1027,0.036926
3.1047,0.034969
3.1066,0.033125
3.1085,0.031399
3.1102,0.02976
3.1119,0.028179
3.1134,0.026689
3.1149,0.025295
3.1163,0.023972
3.1176,0.022697
3.1189,0.021497
3.1201,0.020373
3.1212,0.019306
3.1223,0.018279
3.1233,0.017312
3.1243,0.016407
3.1252,0.015548
3.1261,0.01472
3.1269,0.013941
3.1277,0.013211
3.1284,0.012519
3.1288,0.0121
3.1293,0.011695
3.1297,0.011305
3.1301,0.010928
