3.6607,-0.32264
3.6582,-0.33884
3.6556,-0.35555
3.6528,-0.37256
3.6499,-0.38835
3.6457,-0.40646
3.6412,-0.42066
3.6366,-0.43153
3.632,-0.43962
3.6253,-0.44716
3.6186,-0.45117
3.6119,-0.45242
3.6051,-0.45161
3.5977,-0.44904
3.5903,-0.4451
3.5831,-0.44013
3.5759,-0.43447
3.5672,-0.42698
3.5587,-0.41905
3.5503,-0.41082
3.5422,-0.4025
3.5321,-0.39212
3.5223,-0.38183
3.5128,-0.37169
3.5036,-0.36176
3.4916,-0.34899
3.4801,-0.33666
3.469,-0.3248
3.4583,-0.31339
3.4409,-0.29484
3.4246,-0.27765
3.4092,-0.26204
3.3947,-0.24733
3.3835,-0.23554
3.3727,-0.2245
3.3625,-0.21428
3.3528,-0.20455
3.3445,-0.19614
3.3366,-0.18815
3.3289,-0.18058
3.3216,-0.17333
3.3138,-0.16555
3.3063,-0.15817
3.2992,-0.15119
3.2924,-0.14452
3.2851,-0.13733
3.2781,-0.13054
3.2715,-0.12417
3.2653,-0.11811
3.259,-0.11204
3.2531,-0.10632
3.2475,-0.10097
3.2422,-0.095885
3.2372,-0.091
3.2324,-0.086393
3.2279,-0.082077
3.2236,-0.077974
3.2195,-0.074019
3.2156,-0.070287
3.2119,-0.066783
3.2084,-0.063452
3.205,-0.060173
3.2017,-0.057078
3.1987,-0.054175
3.1958,-0.051416
3.1929,-0.048683
3.1902,-0.046108
3.1877,-0.043697
3.1852,-0.041409
3.1829,-0.039181
3.1807,-0.037083
3.1786,-0.035124
3.1767,-0.033264
3.1748,-0.031493
3.1731,-0.029826
3.1714,-0.028268
3.1698,-0.026788
3.1684,-0.025385
3.167,-0.024064
3.1657,-0.022826
3.1644,-0.021649
3.1632,-0.020516
3.1621,-0.019446
3.1611,-0.018444
3.16,-0.017492
3.1591,-0.016558
3.1581,-0.015678
3.1573,-0.014855
3.1564,-0.014073
3.1556,-0.013309
3.1549,-0.01259
3.1542,-0.011919
3.1535,-0.011282
3.1534,-0.011156
3.1532,-0.011033
3.1531,-0.01091
3.153,-0.010789
