3.5415,-1.3251
3.5373,-1.2593
3.5332,-1.1928
3.5294,-1.1254
3.5258,-1.062
3.5211,-0.98733
3.5168,-0.92306
3.5128,-0.86712
3.5089,-0.81788
3.5029,-0.74639
3.4974,-0.68713
3.4923,-0.63736
3.4875,-0.59489
3.4819,-0.54857
3.4766,-0.51
3.4717,-0.47758
3.4671,-0.45002
3.4617,-0.42069
3.4565,-0.39635
3.4517,-0.376
3.4471,-0.35875
3.4418,-0.34128
3.4368,-0.32665
3.432,-0.31427
3.4274,-0.30363
3.4221,-0.29275
3.417,-0.28337
3.4121,-0.27517
3.4073,-0.26785
3.4018,-0.26
3.3964,-0.2529
3.3911,-0.24642
3.386,-0.24039
3.38,-0.23351
3.3741,-0.22705
3.3684,-0.22096
3.3629,-0.21513
3.3562,-0.20819
3.3498,-0.20156
3.3435,-0.19522
3.3374,-0.18913
3.3301,-0.18171
3.323,-0.17464
3.3162,-0.1679
3.3096,-0.16144
3.3019,-0.15384
3.2946,-0.14663
3.2876,-0.13984
3.281,-0.13337
3.274,-0.12652
3.2673,-0.12006
3.2611,-0.11401
3.2551,-0.10827
3.2493,-0.10269
3.2439,-0.097428
3.2388,-0.092512
3.2339,-0.087841
3.2293,-0.083408
3.2249,-0.079225
3.2208,-0.075302
3.2169,-0.071572
3.2131,-0.067947
3.2095,-0.064524
3.2062,-0.061309
3.2029,-0.058252
3.1998,-0.055205
3.1968,-0.05233
3.1939,-0.049635
3.1912,-0.047075
3.1885,-0.044537
3.186,-0.042149
3.1837,-0.039916
3.1814,-0.037798
3.1793,-0.035759
3.1773,-0.033842
3.1754,-0.032052
3.1736,-0.030353
3.1719,-0.028753
3.1703,-0.027247
3.1688,-0.025838
3.1674,-0.0245
3.1661,-0.023229
3.1648,-0.02203
3.1636,-0.020906
3.1625,-0.019838
3.1614,-0.018794
3.1604,-0.017811
3.1594,-0.016888
3.1585,-0.016012
3.1576,-0.015146
3.1567,-0.014331
3.1559,-0.013568
3.1551,-0.012844
3.1544,-0.012142
3.1537,-0.011482
3.1531,-0.010866
3.1524,-0.010282
3.1519,-0.0097312
3.1513,-0.0092132
3.1508,-0.0087294
3.1503,-0.00827
3.15,-0.0080147
3.1498,-0.0077679
3.1495,-0.0075291
3.1493,-0.0072978
