3.4047,-1.3663
3.3995,-1.2979
3.3946,-1.23
3.3899,-1.1625
3.3855,-1.0955
3.3671,-0.81013
3.3534,-0.6143
3.3427,-0.48904
3.3341,-0.40565
3.3282,-0.35196
3.3229,-0.31012
3.3183,-0.27738
3.3141,-0.25119
3.3108,-0.23241
3.3077,-0.21676
3.3049,-0.20365
3.3021,-0.19259
3.2991,-0.18153
3.2962,-0.17234
3.2935,-0.16466
3.2908,-0.15814
3.288,-0.15185
3.2853,-0.14649
3.2826,-0.14186
3.28,-0.13778
3.2771,-0.13356
3.2743,-0.12979
3.2716,-0.12639
3.2689,-0.12325
3.2659,-0.11976
3.2629,-0.11651
3.2599,-0.11346
3.2571,-0.11056
3.2537,-0.10713
3.2504,-0.10387
3.2472,-0.10074
3.2441,-0.097736
3.2403,-0.094054
3.2367,-0.090529
3.2332,-0.087159
3.2298,-0.08392
3.2256,-0.079904
3.2216,-0.076092
3.2179,-0.072482
3.2143,-0.069045
3.2101,-0.065072
3.2062,-0.061343
3.2025,-0.057865
3.1991,-0.05458
3.1957,-0.051372
3.1926,-0.048377
3.1897,-0.045615
3.1869,-0.043
3.1846,-0.040757
3.1824,-0.038652
3.1803,-0.036696
3.1783,-0.034834
3.1766,-0.033204
3.175,-0.031659
3.1734,-0.030202
3.172,-0.028812
3.1705,-0.027404
3.1691,-0.02607
3.1678,-0.024809
3.1665,-0.023608
3.1651,-0.022287
3.1638,-0.021043
3.1626,-0.019879
3.1614,-0.018777
3.1602,-0.017647
3.1591,-0.016591
3.1581,-0.015614
3.1571,-0.014691
3.1562,-0.01387
3.1554,-0.013102
3.1547,-0.012393
3.154,-0.01172
3.1534,-0.011151
3.1528,-0.010615
3.1523,-0.010112
3.1518,-0.0096316
3.1513,-0.0091801
3.1508,-0.0087515
3.1504,-0.008346
3.15,-0.007959
3.1495,-0.0075392
3.1491,-0.0071426
3.1487,-0.0067692
3.1484,-0.006415
3.148,-0.0060304
3.1476,-0.0056704
3.1472,-0.0053358
3.1469,-0.0050202
3.1466,-0.0047703
3.1464,-0.004534
3.1461,-0.0043116
3.1459,-0.0040998
