3.6485,-0.23761
3.6473,-0.24959
3.646,-0.26165
3.6447,-0.2738
3.6433,-0.28604
3.6399,-0.31424
3.6362,-0.34147
3.6323,-0.36518
3.6281,-0.38437
3.6237,-0.39942
3.6192,-0.41094
3.6145,-0.41949
3.6098,-0.42558
3.6032,-0.43078
3.5965,-0.43299
3.5898,-0.43287
3.5832,-0.43106
3.5758,-0.42765
3.5685,-0.4231
3.5613,-0.41771
3.5542,-0.41176
3.5456,-0.40403
3.5371,-0.39596
3.5289,-0.3877
3.5208,-0.3794
3.5108,-0.36907
3.5011,-0.35889
3.4917,-0.34889
3.4826,-0.33914
3.4706,-0.32648
3.4592,-0.31431
3.4481,-0.30264
3.4375,-0.29145
3.425,-0.27841
3.4132,-0.26604
3.4018,-0.25436
3.391,-0.24325
3.3806,-0.23259
3.3707,-0.22246
3.3612,-0.2129
3.3521,-0.20378
3.3424,-0.19399
3.3332,-0.18475
3.3244,-0.17607
3.316,-0.16783
3.3079,-0.15969
3.3001,-0.15201
3.2927,-0.14481
3.2857,-0.13796
3.2788,-0.13127
3.2724,-0.12495
3.2662,-0.11901
3.2603,-0.11336
3.2546,-0.10774
3.2491,-0.10243
3.2439,-0.097447
3.2389,-0.092705
3.234,-0.087962
3.2294,-0.083487
3.225,-0.079288
3.2208,-0.075299
3.2167,-0.071357
3.2128,-0.067643
3.2091,-0.064164
3.2057,-0.060861
3.2023,-0.057656
3.1992,-0.054637
3.1962,-0.051812
3.1934,-0.049129
3.1907,-0.046551
3.1881,-0.044122
3.1857,-0.041847
3.1834,-0.039687
3.1813,-0.037605
3.1792,-0.035642
3.1772,-0.033803
3.1754,-0.032056
3.1736,-0.030359
3.1719,-0.02876
3.1704,-0.027263
3.1688,-0.025841
3.1674,-0.024458
3.166,-0.023156
3.1647,-0.021938
3.1635,-0.020782
3.1623,-0.019667
3.1612,-0.018618
3.1602,-0.017637
3.1592,-0.016706
3.1583,-0.015817
3.1574,-0.01498
3.1566,-0.014197
3.1558,-0.013453
3.155,-0.012694
3.1542,-0.011983
3.1535,-0.011323
3.1529,-0.010697
