2.6013,0.52881
2.6097,0.52801
2.6182,0.52489
2.6266,0.52003
2.6349,0.51402
2.6431,0.50728
2.6512,0.49999
2.6592,0.49233
2.6671,0.48444
2.6781,0.47305
2.6888,0.46161
2.6993,0.45021
2.7095,0.43899
2.7221,0.42518
2.7343,0.41178
2.7461,0.39878
2.7575,0.38623
2.7743,0.36791
2.7902,0.35061
2.8053,0.33437
2.8198,0.31897
2.8347,0.30306
2.8488,0.28813
2.8622,0.27429
2.8749,0.26117
2.8861,0.24948
2.8968,0.23843
2.907,0.22807
2.9168,0.21819
2.9263,0.20856
2.9353,0.19943
2.944,0.19082
2.9522,0.1826
2.9608,0.17405
2.9689,0.16596
2.9767,0.15834
2.9841,0.15108
2.9916,0.14368
2.9987,0.13669
3.0055,0.13013
3.012,0.12389
3.0183,0.1177
3.0243,0.11186
3.03,0.10638
3.0355,0.10117
3.0407,0.096064
3.0457,0.091241
3.0505,0.086716
3.055,0.082414
3.0594,0.078188
3.0635,0.074202
3.0674,0.070462
3.0712,0.066909
3.0748,0.063417
3.0782,0.060125
3.0815,0.05704
3.0846,0.05411
3.0876,0.05125
3.0904,0.048556
3.0931,0.046034
3.0956,0.04364
3.098,0.041326
3.1003,0.039147
3.1025,0.037108
3.1045,0.035172
3.1065,0.033313
3.1083,0.031562
3.11,0.029922
3.1117,0.028365
3.1132,0.026867
3.1147,0.025455
3.1161,0.024133
3.1175,0.022878
3.1187,0.021663
3.1199,0.020519
3.1211,0.019447
3.1222,0.01843
3.1232,0.017444
3.1242,0.016516
3.1251,0.015648
3.126,0.014824
3.1268,0.01403
3.1276,0.013282
3.1283,0.012583
3.129,0.01192
3.1293,0.011669
3.1295,0.011424
3.1298,0.011184
3.13,0.01095
